,x,y,z,r,g,b,inlinear_idx
1016,0.016112992199081903,0.0646673014759639,1.108397490930958,4.5,119.5,121.0,1874.0
1017,0.27548475293164065,0.6468268588717035,1.6102388448790932,113.0,59.5,16.5,1878.0
1018,0.23812769901231504,0.6377316630374511,1.5291258236055625,115.0,61.5,13.5,1881.0
1019,-0.009539647729275019,0.33172955304751583,1.0678020646913327,80.5,32.0,118.5,1882.0
1020,0.05520092586838253,-0.006581204761853157,1.1692154560077868,67.5,73.5,67.5,1886.0
1021,0.01385818556461745,0.3750464253870982,1.106520285066339,92.5,41.0,123.0,1891.0
1022,0.10223060242017792,-0.13729903677065028,1.2363199837741758,119.5,65.0,44.5,1893.0
1023,0.0386886554305353,-0.0034558946184609753,1.135768928216624,0.0,116.0,108.5,1896.0
1024,-0.00485408731219241,0.44034674763527104,1.0425231613657848,78.5,30.5,118.5,1898.0
1025,0.12387744558783058,0.019388075603375896,1.3206030937456184,27.0,9.5,7.5,1899.0
1026,0.06110337999098988,-0.05138874222606169,1.1698701528504452,6.0,1.0,10.5,1900.0
1027,-0.0072555007072120275,0.17287866934048465,1.0901193335564259,72.5,88.5,72.0,1901.0
